brand,model,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,engine_size,car_age,age_range,milage_range
Nissan,Other,110897.0,Gasoline,6-Speed M/T,Black,Other,At least 1 accident or damage reported,Yes,11500.0,287.0,21,,100K–150K
Chevrolet,Other,49000.0,Gasoline,7-Speed M/T,Other,Black,None reported,Yes,75000.0,650.0,9,7–9,25K–50K
Pontiac,Other,47000.0,Gasoline,5-Speed M/T,Black,Black,None reported,Yes,13300.0,260.0,18,13+,25K–50K
Hyundai,Other,57690.0,Gasoline,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15900.0,185.0,7,7–9,50K–75K
Mercedes-Benz,Other,17941.0,Gasoline,7-Speed Automatic with Auto-Shift,Other,Other,None reported,Yes,226000.0,6.2,13,13+,0–25K
Lincoln,Other,54000.0,Gasoline,10-Speed A/T,Other,Other,At least 1 accident or damage reported,Yes,46500.0,450.0,7,7–9,50K–75K
Nissan,Other,101600.0,Gasoline,A/T,Silver,Black,None reported,Yes,6700.0,255.0,18,13+,100K–150K
Ford,Other,89000.0,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,34000.0,270.0,4,4–6,75K–100K
Tesla,Other,18000.0,Gasoline,A/T,Black,Black,None reported,Yes,42500.0,,4,4–6,0–25K
Jaguar,Other,55000.0,Gasoline,A/T,Gray,Black,None reported,Yes,25000.0,340.0,8,7–9,50K–75K
Lincoln,Other,71964.0,Gasoline,6-Speed A/T,Blue,Black,None reported,Yes,18750.0,240.0,8,7–9,50K–75K
Cadillac,Other,92000.0,Gasoline,A/T,Black,Black,None reported,Yes,50000.0,420.0,5,4–6,75K–100K
Ford,Other,160000.0,E85 Flex Fuel,A/T,Gray,Black,None reported,Yes,4500.0,240.0,13,13+,150K+
Mercedes-Benz,E-Class E 350,95816.0,Gasoline,7-Speed A/T,White,Beige,None reported,Yes,12000.0,302.0,13,13+,75K–100K
Jeep,Other,132600.0,Gasoline,5-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,17000.0,285.0,11,10–12,100K–150K
Cadillac,Other,47000.0,Gasoline,A/T,White,Other,None reported,Yes,5990.0,,31,,25K–50K
Jeep,Wrangler Sport,149460.0,Gasoline,4-Speed A/T,Black,Black,None reported,Yes,10700.0,202.0,15,13+,100K–150K
Jeep,Wrangler Sport,109646.0,Gasoline,4-Speed Automatic,Other,Black,None reported,Unknown,16998.0,3.8,14,13+,100K–150K
Acura,Other,90605.0,Gasoline,Automatic,White,Other,None reported,Unknown,27698.0,3.5,6,4–6,75K–100K
Volkswagen,Other,59000.0,Gasoline,A/T,Gray,Black,None reported,Yes,17000.0,147.0,6,4–6,50K–75K
Chevrolet,Other,48000.0,Gasoline,A/T,White,Black,None reported,Yes,21999.0,310.0,23,,25K–50K
Chevrolet,Other,41500.0,Gasoline,7-Speed M/T,White,Black,None reported,Yes,66000.0,650.0,9,7–9,25K–50K
Porsche,Other,54000.0,Gasoline,7-Speed A/T,Black,Gray,None reported,Yes,75000.0,330.0,13,13+,50K–75K
Porsche,Other,70455.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,45855.0,300.0,7,7–9,50K–75K
Subaru,Other,84054.0,Gasoline,CVT Transmission,Gray,Black,None reported,Yes,21499.0,152.0,7,7–9,75K–100K
BMW,Other,114528.0,Gasoline,A/T,Black,Black,None reported,Yes,9000.0,360.0,18,13+,100K–150K
Jeep,Other,111850.0,Gasoline,A/T,Other,Black,At least 1 accident or damage reported,Yes,26500.0,285.0,12,10–12,100K–150K
GMC,Other,52673.0,Diesel,6-Speed A/T,Black,Beige,None reported,Yes,69500.0,445.0,5,4–6,50K–75K
BMW,Other,31500.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,54500.0,473.0,4,4–6,25K–50K
BMW,Other,73000.0,Gasoline,Transmission w/Dual Shift Mode,Other,Beige,None reported,Yes,16000.0,300.0,14,13+,50K–75K
Jeep,Other,59692.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,35900.0,285.0,6,4–6,50K–75K
Toyota,Other,68364.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,16000.0,132.0,9,7–9,50K–75K
Land,Other,47200.0,Gasoline,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000.0,340.0,8,7–9,25K–50K
Mercedes-Benz,Other,18000.0,Hybrid,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,62000.0,362.0,4,4–6,0–25K
Ford,Other,158366.0,Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,8250.0,191.0,13,13+,150K+
BMW,Other,49700.0,Gasoline,8-Speed A/T,Blue,Black,None reported,Yes,26000.0,228.0,8,7–9,25K–50K
GMC,Other,81500.0,Gasoline,A/T,Other,Gray,None reported,Yes,12250.0,182.0,15,13+,75K–100K
BMW,Other,16975.0,Gasoline,A/T,Black,Black,None reported,Yes,26990.0,170.0,6,4–6,0–25K
Porsche,Other,5989.0,Gasoline,"Manual, 6-Spd",Other,Other,None reported,Unknown,209000.0,4.0,7,7–9,0–25K
Ford,Other,16100.0,Gasoline,M/T,Other,Beige,None reported,Yes,35500.0,390.0,22,,0–25K
Land,Other,54225.0,Gasoline,A/T,White,Other,None reported,Yes,67500.0,518.0,5,4–6,50K–75K
RAM,Other,89500.0,Gasoline,A/T,Black,Gray,None reported,Yes,35000.0,410.0,9,7–9,75K–100K
Ford,Other,87501.0,E85 Flex Fuel,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17777.0,225.0,12,10–12,75K–100K
MINI,Other,12370.0,Gasoline,8-Speed A/T,Blue,Black,None reported,Yes,28900.0,189.0,7,7–9,0–25K
RAM,Other,12466.0,Gasoline,8-Speed A/T,Gray,Gray,None reported,Yes,28995.0,395.0,6,4–6,0–25K
Volvo,Other,199000.0,Gasoline,Transmission w/Dual Shift Mode,Other,Beige,At least 1 accident or damage reported,Yes,5500.0,227.0,14,13+,150K+
Mercedes-Benz,Other,78200.0,Gasoline,5-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,22999.0,510.0,18,13+,75K–100K
Toyota,Other,22000.0,Hybrid,A/T,White,Beige,None reported,Yes,29500.0,208.0,7,7–9,0–25K
GMC,Other,100795.0,Gasoline,6-Speed Automatic,Other,Other,At least 1 accident or damage reported,Yes,12995.0,3.6,9,7–9,100K–150K
Chevrolet,Other,99941.0,Gasoline,6-Speed Automatic,Other,Other,None reported,Yes,17816.0,3.6,6,4–6,75K–100K
Jeep,Other,23588.0,Gasoline,8-Speed Automatic,Other,Other,Unknown,Unknown,38633.0,3.6,4,4–6,0–25K
Jeep,Other,103000.0,Gasoline,A/T,Black,Gray,None reported,Yes,5200.0,210.0,22,,100K–150K
Jaguar,Other,91491.0,Gasoline,6-Speed A/T,Blue,Beige,None reported,Yes,7000.0,300.0,16,13+,75K–100K
Honda,Other,23131.0,Gasoline,Automatic CVT,Other,Black,At least 1 accident or damage reported,Unknown,23739.0,2.0,5,4–6,0–25K
Subaru,Other,77000.0,Gasoline,CVT Transmission,Gray,Gray,At least 1 accident or damage reported,Yes,18749.0,175.0,6,4–6,75K–100K
Land,Other,20500.0,Gasoline,A/T,White,Other,None reported,Yes,76000.0,380.0,6,4–6,0–25K
Tesla,Model Y Long Range,500.0,Gasoline,A/T,White,Black,None reported,Yes,45900.0,425.0,3,0–3,0–25K
Lexus,Other,49810.0,Gasoline,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,33900.0,302.0,6,4–6,25K–50K
Honda,Other,20229.0,Gasoline,Automatic CVT,Black,Black,None reported,Unknown,36727.0,1.5,3,0–3,0–25K
Alfa,Other,10558.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,75000.0,505.0,4,4–6,0–25K
BMW,Other,59300.0,Gasoline,M/T,Other,Black,None reported,Yes,30900.0,225.0,20,13+,50K–75K
Maybach,Other,34254.0,Gasoline,5-Speed A/T,Other,Black,None reported,Yes,64250.0,543.0,21,,25K–50K
Lexus,Other,24364.0,Gasoline,Automatic,Other,Other,None reported,Unknown,37998.0,2.5,4,4–6,0–25K
Mercedes-Benz,Other,139200.0,Diesel,A/T,White,Black,At least 1 accident or damage reported,Yes,22000.0,161.0,9,7–9,100K–150K
Mercedes-Benz,E-Class E 350,82046.0,Gasoline,7-Speed A/T,Black,Beige,None reported,Yes,13999.0,302.0,13,13+,75K–100K
Dodge,Other,285000.0,Gasoline,4-Speed A/T,White,Gray,None reported,Yes,6399.0,230.0,28,,150K+
RAM,Other,26269.0,E85 Flex Fuel,8-Speed Automatic,Other,Black,At least 1 accident or damage reported,Unknown,25307.0,3.6,8,7–9,25K–50K
Mazda,Other,127131.0,Gasoline,A/T,Other,Black,At least 1 accident or damage reported,Yes,16770.0,227.0,9,7–9,100K–150K
Porsche,Other,31000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,179900.0,580.0,6,4–6,25K–50K
BMW,Other,27000.0,Gasoline,8-Speed A/T,Black,Brown,None reported,Yes,38400.0,248.0,4,4–6,25K–50K
Jeep,Other,93400.0,E85 Flex Fuel,A/T,White,Black,None reported,Yes,18900.0,290.0,10,10–12,75K–100K
BMW,Other,9200.0,Hybrid,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,71200.0,335.0,4,4–6,0–25K
Mercedes-Benz,Other,76850.0,Gasoline,7-Speed A/T,Other,Beige,At least 1 accident or damage reported,Yes,32999.0,429.0,11,10–12,75K–100K
Bentley,Other,61160.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,98000.0,582.0,9,7–9,50K–75K
Jeep,Other,146000.0,Gasoline,A/T,Other,Black,At least 1 accident or damage reported,Yes,15900.0,190.0,20,13+,100K–150K
Tesla,Other,38957.0,Gasoline,1-Speed A/T,Silver,Beige,None reported,Yes,46750.0,,8,7–9,25K–50K
Volkswagen,Other,33850.0,Gasoline,6-Speed A/T,Blue,Beige,None reported,Yes,16500.0,170.0,8,7–9,25K–50K
Jeep,Other,61830.0,Gasoline,8-Speed Automatic,Other,Black,At least 1 accident or damage reported,Unknown,39860.0,2.0,5,4–6,50K–75K
Kia,Other,108559.0,Gasoline,6-Speed Automatic,Other,Other,None reported,Unknown,15998.0,3.3,8,7–9,100K–150K
Lexus,Other,192000.0,Gasoline,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,7390.0,278.0,19,13+,150K+
Mercedes-Benz,E-Class E 350 4MATIC,83112.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,15500.0,302.0,11,10–12,75K–100K
Tesla,Other,52000.0,Gasoline,A/T,Black,Beige,None reported,Yes,52000.0,518.0,9,7–9,50K–75K
RAM,Other,57300.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,43500.0,395.0,5,4–6,50K–75K
MINI,Other,104500.0,Gasoline,6-Speed A/T,Other,Black,At least 1 accident or damage reported,Yes,4100.0,118.0,17,13+,100K–150K
Jeep,Other,170552.0,Gasoline,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500.0,190.0,29,,150K+
Ford,Mustang GT Premium,18000.0,Gasoline,6-Speed A/T,Silver,Black,None reported,Yes,29000.0,412.0,12,10–12,0–25K
Lincoln,Other,39000.0,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,51999.0,450.0,6,4–6,25K–50K
Jeep,Other,38000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,45000.0,285.0,5,4–6,25K–50K
Porsche,Other,15168.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,115000.0,385.0,9,7–9,0–25K
Honda,Other,167506.0,Gasoline,A/T,Black,Black,None reported,Yes,6500.0,140.0,13,13+,150K+
Jeep,Other,166000.0,E85 Flex Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,13000.0,290.0,13,13+,150K+
Ford,Other,19200.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,82950.0,760.0,4,4–6,0–25K
Land,Other,46000.0,Hybrid,8-Speed A/T,Other,Beige,None reported,Yes,75000.0,395.0,3,0–3,25K–50K
Hummer,Other,201000.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,7200.0,242.0,18,13+,150K+
Kia,Other,87000.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,8900.0,182.0,11,10–12,75K–100K
GMC,Other,145000.0,Gasoline,6-Speed A/T,White,Beige,None reported,Yes,24950.0,355.0,10,10–12,100K–150K
Jeep,Other,33060.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,36500.0,285.0,5,4–6,25K–50K
Ford,Other,195000.0,Gasoline,A/T,Blue,Gray,None reported,Yes,15000.0,,30,,150K+
Tesla,Other,10550.0,Gasoline,A/T,Gray,Black,None reported,Yes,67800.0,557.0,4,4–6,0–25K
Audi,Other,89500.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18000.0,310.0,11,10–12,75K–100K
Jeep,Other,27000.0,Hybrid,8-Speed A/T,Other,Black,None reported,Yes,37500.0,285.0,4,4–6,25K–50K
Jeep,Wrangler Sport,87250.0,Gasoline,6-Speed M/T,Blue,Black,None reported,Yes,18500.0,202.0,15,13+,75K–100K
Volkswagen,Other,76495.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,13000.0,200.0,9,7–9,75K–100K
Cadillac,Other,70503.0,Gasoline,6-Speed A/T,Silver,Beige,None reported,Yes,15500.0,308.0,9,7–9,50K–75K
Porsche,Other,41965.0,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,35000.0,500.0,16,13+,25K–50K
Toyota,Other,267000.0,Gasoline,5-Speed M/T,Silver,Beige,At least 1 accident or damage reported,Yes,8000.0,150.0,26,,150K+
Mitsubishi,Other,146000.0,Gasoline,4-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,4200.0,200.0,22,,100K–150K
Chevrolet,Other,9000.0,Gasoline,8-Speed A/T,White,Other,None reported,Yes,82500.0,490.0,2,0–3,0–25K
Toyota,Other,1050.0,Gasoline,6-Speed A/T,Gray,Black,None reported,Yes,40000.0,228.0,3,0–3,0–25K
Land,Other,22270.0,Gasoline,8-Speed Automatic,Gray,Other,None reported,Unknown,89900.0,5.0,4,4–6,0–25K
Ford,Mustang GT Premium,19900.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,26500.0,412.0,13,13+,0–25K
Tesla,Model Y Long Range,19800.0,Gasoline,1-Speed A/T,White,Other,None reported,Yes,44990.0,425.0,5,4–6,0–25K
RAM,Other,113500.0,Gasoline,A/T,Black,Black,None reported,Yes,17900.0,390.0,13,13+,100K–150K
Lamborghini,Other,22000.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,150000.0,550.0,12,10–12,0–25K
INFINITI,Other,3300.0,Gasoline,Transmission w/Dual Shift Mode,Other,Black,None reported,Yes,54000.0,400.0,3,0–3,0–25K
Volkswagen,Other,41615.0,Gasoline,1-Speed A/T,Blue,Gray,None reported,Yes,12000.0,115.0,9,7–9,25K–50K
Tesla,Other,11860.0,Gasoline,A/T,White,Other,None reported,Yes,92500.0,670.0,3,0–3,0–25K
BMW,M5 Base,27000.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,52500.0,560.0,10,10–12,25K–50K
Kia,Other,22101.0,Gasoline,8-Speed Automatic,Other,Black,At least 1 accident or damage reported,Yes,29430.0,1.6,3,0–3,0–25K
Chevrolet,Other,60000.0,Gasoline,A/T,Other,Gray,Unknown,Unknown,18500.0,260.0,29,,50K–75K
Subaru,Other,46452.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,22888.0,200.0,12,10–12,25K–50K
Lincoln,Other,36000.0,Gasoline,6-Speed A/T,White,Beige,None reported,Yes,26500.0,245.0,6,4–6,25K–50K
Chevrolet,Other,13100.0,Gasoline,7-Speed M/T,Silver,Other,None reported,Yes,61950.0,460.0,6,4–6,0–25K
Audi,Other,50000.0,Gasoline,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,27000.0,248.0,6,4–6,25K–50K
Mazda,Other,19500.0,Gasoline,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,32250.0,227.0,7,7–9,0–25K
Ford,Other,36000.0,Gasoline,6-Speed M/T,Other,Black,At least 1 accident or damage reported,Yes,31000.0,435.0,9,7–9,25K–50K
Rolls-Royce,Other,21000.0,Gasoline,A/T,Other,Black,Unknown,Unknown,217000.0,624.0,9,7–9,0–25K
Chevrolet,Other,6640.0,Gasoline,A/T,Other,Black,None reported,Yes,51999.0,455.0,3,0–3,0–25K
BMW,Other,74850.0,Gasoline,A/T,White,Brown,At least 1 accident or damage reported,Yes,21900.0,300.0,9,7–9,50K–75K
Nissan,Other,117000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,10900.0,290.0,11,10–12,100K–150K
Toyota,Other,51400.0,E85 Flex Fuel,6-Speed A/T,Black,Black,Unknown,Unknown,39900.0,381.0,9,7–9,50K–75K
INFINITI,Other,6000.0,Gasoline,9-Speed A/T,Other,Brown,None reported,Yes,57999.0,295.0,3,0–3,0–25K
Mitsubishi,Other,128000.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,37999.0,286.0,19,13+,100K–150K
BMW,Other,15000.0,Gasoline,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,39995.0,248.0,4,4–6,0–25K
Toyota,Other,119000.0,Gasoline,6-Speed A/T,Other,Black,None reported,Yes,29950.0,381.0,9,7–9,100K–150K
Lincoln,Other,87500.0,Gasoline,A/T,Silver,Black,At least 1 accident or damage reported,Yes,12999.0,300.0,19,13+,75K–100K
Ford,Other,149000.0,Gasoline,6-Speed A/T,Black,Beige,None reported,Yes,7999.0,262.0,14,13+,100K–150K
Audi,Other,54700.0,E85 Flex Fuel,8-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,20995.0,220.0,10,10–12,50K–75K
Ford,Other,45979.0,Gasoline,10-Speed Automatic,Other,Black,None reported,Yes,38532.0,3.5,4,4–6,25K–50K
Lincoln,Other,56846.0,Gasoline,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,29000.0,335.0,8,7–9,50K–75K
Tesla,Other,94100.0,Gasoline,A/T,Black,Other,At least 1 accident or damage reported,Yes,49900.0,518.0,8,7–9,75K–100K
Jeep,Other,80150.0,Gasoline,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,22500.0,293.0,8,7–9,75K–100K
GMC,Other,11563.0,Gasoline,A/T,Blue,Black,At least 1 accident or damage reported,Yes,12300.0,182.0,12,10–12,0–25K
Tesla,Other,7500.0,Gasoline,A/T,Silver,Black,None reported,Yes,84000.0,670.0,3,0–3,0–25K
Mercedes-Benz,Other,15615.0,Hybrid,9-Speed A/T,Gray,Black,None reported,Yes,78000.0,429.0,4,4–6,0–25K
Subaru,Other,113000.0,Gasoline,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,16000.0,265.0,12,10–12,100K–150K
Kia,Other,74000.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,15000.0,185.0,7,7–9,50K–75K
Mercedes-Benz,Other,99200.0,Gasoline,A/T,Black,Black,None reported,Yes,11900.0,268.0,14,13+,75K–100K
Volkswagen,Other,36824.0,Gasoline,6-Speed A/T,Other,Other,None reported,Yes,23999.0,174.0,7,7–9,25K–50K
Acura,Other,186040.0,Gasoline,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,6700.0,160.0,20,13+,150K+
GMC,Other,58000.0,Gasoline,9-Speed A/T,Black,Black,None reported,Yes,27700.0,310.0,5,4–6,50K–75K
Ford,F-150 Lariat,31250.0,Gasoline,A/T,Blue,Gray,None reported,Yes,42500.0,325.0,5,4–6,25K–50K
Jeep,Other,43000.0,Gasoline,A/T,White,Beige,None reported,Yes,46500.0,285.0,5,4–6,25K–50K
Toyota,Other,41199.0,Gasoline,6 Speed Mt,Black,Other,None reported,Unknown,41598.0,3.5,5,4–6,25K–50K
Kia,Other,22000.0,Gasoline,1-Speed A/T,Gray,Black,None reported,Yes,45000.0,320.0,3,0–3,0–25K
Genesis,Other,12900.0,Gasoline,8-Speed A/T,Gray,Other,None reported,Yes,53000.0,375.0,3,0–3,0–25K
Ford,Other,10500.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Unknown,Unknown,50000.0,400.0,3,0–3,0–25K
MINI,Other,74725.0,Gasoline,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,21612.0,1.5,5,4–6,50K–75K
Mazda,Other,61117.0,Gasoline,6-Speed Automatic,Other,Black,None reported,Yes,26485.0,2.5,4,4–6,50K–75K
BMW,Other,142000.0,Gasoline,5-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,4800.0,184.0,22,,100K–150K
Ford,Other,31000.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,34700.0,,6,4–6,25K–50K
Toyota,Other,129355.0,Gasoline,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,7950.0,106.0,13,13+,100K–150K
Chevrolet,Other,204000.0,E85 Flex Fuel,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,4900.0,310.0,15,13+,150K+
Lincoln,Other,115600.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,22500.0,380.0,9,7–9,100K–150K
Jeep,Other,1563.0,Hybrid,A/T,Gray,Black,None reported,Yes,62500.0,285.0,2,0–3,0–25K
Bentley,Other,72166.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,35995.0,552.0,18,13+,50K–75K
Lexus,Other,26100.0,Gasoline,8-Speed A/T,Gray,Other,None reported,Yes,37899.0,295.0,7,7–9,25K–50K
BMW,Other,58880.0,Gasoline,8-Speed A/T,White,Brown,None reported,Yes,21000.0,248.0,8,7–9,50K–75K
Cadillac,Other,26000.0,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,104000.0,420.0,4,4–6,25K–50K
Honda,Other,190640.0,Gasoline,5-Speed M/T,Silver,Other,At least 1 accident or damage reported,Yes,5500.0,140.0,17,13+,150K+
Porsche,Other,37500.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,59900.0,335.0,5,4–6,25K–50K
Ford,Other,13856.0,Gasoline,1-Speed A/T,White,Black,None reported,Yes,54000.0,480.0,3,0–3,0–25K
Cadillac,Other,225000.0,Gasoline,6-Speed A/T,Blue,Black,None reported,Yes,13600.0,202.0,12,10–12,150K+
Lexus,Other,123256.0,Gasoline,8-Speed A/T,White,Beige,None reported,Yes,24995.0,386.0,11,10–12,100K–150K
Cadillac,Other,11459.0,Gasoline,10-Speed A/T,White,Brown,None reported,Yes,88900.0,420.0,4,4–6,0–25K
Mercedes-Benz,Other,67289.0,Gasoline,7-Speed A/T,White,Gray,None reported,Yes,20490.0,241.0,9,7–9,50K–75K
Hyundai,Other,56837.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,10500.0,132.0,12,10–12,50K–75K
Chevrolet,Corvette Base,44168.0,Gasoline,4-Speed A/T,Other,Black,None reported,Yes,30000.0,350.0,23,,25K–50K
Mercedes-Benz,Other,59766.0,Gasoline,9-Speed Automatic,Other,Other,None reported,Unknown,26900.0,2.0,6,4–6,50K–75K
Kia,Other,56300.0,Gasoline,A/T,Silver,Black,None reported,Yes,29950.0,365.0,7,7–9,50K–75K
Volvo,Other,167000.0,Gasoline,6-Speed M/T,Black,Beige,None reported,Yes,8000.0,300.0,21,,150K+
Chevrolet,Other,122770.0,E85 Flex Fuel,A/T,Other,Black,None reported,Yes,27499.0,360.0,10,10–12,100K–150K
Land,Other,59271.0,Gasoline,A/T,Black,Black,None reported,Yes,54995.0,380.0,6,4–6,50K–75K
GMC,Other,102000.0,Gasoline,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,24500.0,355.0,10,10–12,100K–150K
Chevrolet,Other,40929.0,Gasoline,Automatic,Other,Other,At least 1 accident or damage reported,Yes,44800.0,5.3,5,4–6,25K–50K
Porsche,Other,22000.0,Gasoline,7-Speed A/T,White,Beige,None reported,Yes,174900.0,580.0,6,4–6,0–25K
Chevrolet,Other,19200.0,Gasoline,10-Speed A/T,White,Black,None reported,Yes,69790.0,420.0,3,0–3,0–25K
Mercedes-Benz,Other,32376.0,Gasoline,A/T,Black,Black,None reported,Yes,128000.0,416.0,6,4–6,25K–50K
Porsche,911 Carrera,19800.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,134900.0,379.0,2,0–3,0–25K
Land,Other,105000.0,Gasoline,A/T,Black,Black,None reported,Yes,10000.0,375.0,14,13+,100K–150K
Ford,F-250 Lariat,122650.0,Diesel,6-Speed A/T,Gray,Black,None reported,Yes,38900.0,440.0,9,7–9,100K–150K
Subaru,Other,14000.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,34999.0,228.0,3,0–3,0–25K
Lexus,Other,100868.0,Gasoline,8-Speed A/T,Black,Beige,None reported,Yes,15397.0,380.0,17,13+,100K–150K
Land,Other,111000.0,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,15000.0,375.0,12,10–12,100K–150K
Cadillac,Other,38500.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,94995.0,420.0,4,4–6,25K–50K
Nissan,Other,41250.0,Gasoline,CVT Transmission,White,Black,None reported,Yes,21865.0,284.0,5,4–6,25K–50K
MINI,Other,99600.0,Gasoline,6-Speed A/T,Other,Black,None reported,Yes,5500.0,168.0,19,13+,75K–100K
Acura,Other,198000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,11000.0,150.0,12,10–12,150K+
Lexus,Other,20598.0,Gasoline,8-Speed Automatic,Other,Gray,At least 1 accident or damage reported,Unknown,42599.0,3.5,4,4–6,0–25K
Porsche,911 Carrera S,52044.0,Gasoline,7-Speed M/T,White,Gray,None reported,Yes,76500.0,400.0,12,10–12,50K–75K
MINI,Other,23777.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,30000.0,189.0,3,0–3,0–25K
Ford,Other,60660.0,Gasoline,A/T,Other,Black,At least 1 accident or damage reported,Yes,46900.0,375.0,7,7–9,50K–75K
BMW,Other,26000.0,Gasoline,1-Speed A/T,White,Beige,None reported,Yes,14999.0,170.0,10,10–12,25K–50K
Mazda,Other,61000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,21800.0,187.0,7,7–9,50K–75K
Lexus,Other,53750.0,Gasoline,A/T,Black,Other,None reported,Yes,32600.0,295.0,5,4–6,50K–75K
BMW,Other,13735.0,Gasoline,8-Speed Automatic,Other,Black,None reported,Unknown,77897.0,4.4,2,0–3,0–25K
Mercedes-Benz,Other,32580.0,Gasoline,Automatic,Other,Beige,None reported,Unknown,33998.0,2.0,6,4–6,25K–50K
Porsche,Other,96275.0,Gasoline,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,52500.0,325.0,19,13+,75K–100K
Ford,Other,162000.0,Diesel,Transmission w/Dual Shift Mode,Other,Beige,None reported,Yes,32000.0,440.0,10,10–12,150K+
BMW,Other,92040.0,Gasoline,8-Speed Automatic,Other,Black,None reported,Yes,24999.0,2.0,6,4–6,75K–100K
RAM,Other,73690.0,Gasoline,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,27000.0,395.0,8,7–9,50K–75K
Toyota,Other,48750.0,Gasoline,M/T,Other,Other,None reported,Yes,17900.0,159.0,16,13+,25K–50K
Cadillac,Other,124542.0,Gasoline,6-Speed A/T,Gray,Beige,None reported,Yes,8450.0,265.0,14,13+,100K–150K
